seqnames	start	end	width	strand	no.cpgs	min_smoothed_fdr	Stouffer	HMFDR	Fisher	maxdiff	meandiff	overlapping.genes
chr3	142297641	142297848	208	*	6	1.53285372608967e-39	7.08070786140489e-23	1.58916524353983e-22	7.17414422321308e-32	0.0789507123604161	0.0132805480682839	ATR
chr4	143767647	143767672	26	*	3	4.93698519933674e-41	1.70318435497693e-30	3.91099680317984e-21	7.23776217132016e-32	0.120354254909511	0.0298735720703375	INPP4B
chr3	169378675	169378835	161	*	4	4.62681641407343e-40	1.2300154052479e-29	1.17026960139289e-20	7.28336024215129e-32	0.0817568348093954	0.0355248844820947	MECOM
chr19	1580504	1580629	126	*	3	1.19161965899437e-35	5.39670095940859e-31	4.32435925099235e-20	7.43625718150667e-32	0.0964735032362458	0.0402512296649201	MBD3, UQCR11
chr6	161995302	161995337	36	*	2	2.79609356710953e-40	2.73643922475449e-32	7.36630935011925e-20	7.45943070271827e-32	0.0457696717040124	0.0432177050764289	PARK2
chr3	180397238	180397342	105	*	4	5.58088156080463e-56	3.26463104986058e-23	3.66275528488936e-27	7.47264893057473e-32	0.200209857527917	0.0585861089718906	CCDC39
chr12	133428309	133428407	99	*	2	6.62552078908666e-36	2.06626745194034e-31	7.45347994576165e-23	7.5689052575169e-32	0.0746541666666667	0.0591894492574259	CHFR
chr11	6633451	6633504	54	*	4	2.12269879348621e-44	8.62926307030261e-23	2.38525473098145e-25	7.62963345227234e-32	0.0632941855987679	0.0318574316519061	TAF10
chr4	85419494	85419557	64	*	5	1.57638719595955e-45	9.05751958033883e-27	4.25670374603946e-23	7.66155114735299e-32	0.0743145937620331	0.0349736234116288	NKX6-1
chr19	19051335	19051337	3	*	2	2.12854532186245e-49	3.74646269363184e-24	5.16192249179723e-31	7.7505656160588e-32	0.190494801694263	0.111642279553331	AC005932.1, HOMER3
chr4	68929005	68929020	16	*	2	7.50858571503753e-48	1.66007679829191e-25	3.61183740236505e-30	7.86140199787799e-32	0.0947473684210527	0.072525888903083	UBA6-AS1, TMPRSS11F, SYT14L
chr12	133306722	133306839	118	*	3	1.3539158151307e-36	1.57567471130593e-24	2.27810917369385e-22	8.01103736708278e-32	0.0691630569306934	0.0372117690893583	ANKLE2
chr2	84851628	84851674	47	*	2	3.21300534440643e-46	7.15786901387963e-30	1.00484181373948e-25	8.0334822789735e-32	0.0638304004854369	0.0521289481800124	DNAH6
chr4	155337897	155338021	125	*	3	5.41008853852773e-45	2.55191938940849e-29	1.58034561164411e-21	8.03743730605619e-32	0.0758779360800925	0.0458702348864074	DCHS2
chr12	133707523	133707593	71	*	2	3.36877708494339e-55	7.58945263377484e-26	6.59168591829755e-30	8.13070423989711e-32	0.221239892183288	0.122443203696573	ZNF10, ZNF268, CTD-2140B24.4
chr6	3269502	3269581	80	*	3	9.98843386563881e-35	7.30657525334362e-30	2.27111668406827e-17	8.24584552100376e-32	0.0524308565531477	0.0174350691357836	PSMG4, SLC22A23
chr10	126605450	126605506	57	*	2	6.48821924079147e-57	3.43202844118018e-25	2.38834018594069e-30	8.26846164288568e-32	0.0322121678860223	0.0230968425105891	NA
chr8	11560540	11560621	82	*	3	4.6335677644356e-54	1.91170135145298e-25	1.07779726371972e-26	8.27230719651229e-32	0.149957643434732	0.0793960980618662	GATA4
chr21	45710206	45710296	91	*	3	3.22719817934135e-36	2.74037702202642e-32	2.09133389548255e-16	8.37031961483763e-32	0.0354210526315791	0.0337426325630632	AIRE
chr1	193105630	193105707	78	*	2	6.17710596523557e-33	1.88501363215645e-32	3.07491089312205e-18	8.43056432828428e-32	0.0472694111516415	0.0388868772671851	CDC73, MIR1278
chr1	50513645	50513766	122	*	5	8.85639955337185e-37	4.81898086119721e-24	1.38672100941353e-20	8.44718808366264e-32	0.181037735849057	0.0771497882171736	ELAVL4
chr14	101037198	101037264	67	*	3	7.26282068886538e-33	8.26769922323823e-33	2.18726661407863e-13	8.5042271656433e-32	0.102790271448385	0.0659559266397887	BEGAIN
chr2	128422179	128422284	106	*	3	3.23586162457481e-40	1.31486251929552e-29	2.80173318614104e-16	8.57617215562395e-32	0.148521370812476	0.0975861464082488	LIMS2
chr12	1036281	1036302	22	*	2	2.76426604140404e-39	1.7913691868501e-32	1.35452661143403e-17	8.8096124652976e-32	0.0429846371538307	0.0413164728673446	RAD52
chr15	41098188	41098255	68	*	2	4.09112729403993e-38	4.76438154802258e-32	1.60592271952528e-20	9.18020887831381e-32	0.17520029455081	0.112635750990575	DNAJC17
chr22	46509464	46509615	152	*	5	7.73340038507502e-37	9.48365960534719e-27	2.58180626158865e-17	9.18547558262472e-32	0.0591744018151818	0.0216030941620257	FLJ27365, MIR4763, MIRLET7B
chr15	74753869	74754012	144	*	4	8.70396544970611e-41	7.10350300927902e-18	2.0035588906713e-20	9.5609245648403e-32	0.0525856757797458	0.0281209087408548	UBL7-AS1
chr4	154682576	154682645	70	*	2	1.14458905548832e-34	2.15280777172563e-32	4.19647445327647e-18	9.80210309582265e-32	0.0605170278637773	0.0591951997057292	NA
chr11	59578167	59578239	73	*	2	3.7103771926838e-62	3.49757429806896e-26	1.62922776326853e-29	1.00813944961229e-31	0.19995379283789	0.104542741624952	MRPL16
chr16	31214126	31214134	9	*	2	2.71868252072415e-46	3.58107819282341e-26	1.61113108831293e-29	1.01280566511455e-31	0.186307277628032	0.110025991528687	C16orf98, PYCARD
chr22	46646366	46646391	26	*	4	6.79094615180634e-41	1.47112504145789e-24	9.30730949905003e-21	1.03905102210651e-31	0.0165864458991143	0.0104704948016942	CDPF1
chr22	32767094	32767162	69	*	3	1.36058851437294e-40	8.27014392805057e-30	5.46928695749311e-21	1.06421672210581e-31	0.0344453044375648	0.0291920205476133	RFPL3S
chr15	75094936	75095006	71	*	2	1.48400141925012e-45	1.11568467427714e-29	9.5865229591178e-26	1.06837984127879e-31	0.118250445809392	0.0834226035681263	CSK
chr7	139208139	139208275	137	*	4	4.88511944438754e-34	1.84685228127527e-25	1.37161900741569e-20	1.07949792480159e-31	0.100283981517135	0.0446503176742395	NA
chr8	144983193	144983354	162	*	3	1.84422474904487e-25	7.79701941660884e-33	1.83041408217841e-13	1.0839817737076e-31	0.0406300459887583	0.0350890658971817	NA
chr2	241987968	241988102	135	*	3	1.76509743679695e-33	2.07114796908765e-32	6.38041412498559e-14	1.08533176977952e-31	0.0759515463917531	0.0465893562229939	SNED1, AC005237.4
chr8	57233314	57233391	78	*	2	4.80728563406481e-31	2.18076514422159e-32	3.73692099142627e-17	1.10694845740812e-31	0.094735576923077	0.0914236628050516	SDR16C5
chr14	101992750	101992928	179	*	3	1.2982853311411e-24	2.80759727427953e-32	4.83921576351625e-16	1.12280092465829e-31	0.0507935049019608	0.0465991388777678	NA
chr6	117002184	117002220	37	*	4	9.6363879110192e-41	6.29604553906145e-25	7.82391294749888e-21	1.1263503953261e-31	0.0792934154793994	0.0208276376588371	NA
chr12	120427178	120427182	5	*	2	2.40979216313774e-49	1.83193723232205e-21	5.22522410318536e-32	1.14767147854644e-31	0.275128994994224	0.137521178282634	NA
chr3	171561060	171561069	10	*	2	5.58974608445223e-42	7.51453737418482e-31	1.30051352599117e-23	1.14779521594537e-31	0.0770026748563501	0.063532296413711	NA
chr1	205326059	205326071	13	*	2	6.41432770423971e-40	6.61643937360833e-32	1.19022641635676e-20	1.14849540686411e-31	0.13129375	0.0949380775577557	KLHDC8A
chr11	86383430	86383478	49	*	4	6.88764133286307e-55	1.25791807695712e-20	8.80786844237615e-29	1.15506209968611e-31	0.190288794763188	0.0589300154023874	ME3
chr15	74422528	74422632	105	*	5	3.87769178877324e-40	1.59565768937675e-27	1.08575282324445e-20	1.16506655498386e-31	0.131249518675395	0.0535573738929534	ISLR2
chr3	11610138	11610214	77	*	3	9.46724289820098e-33	3.28555001069845e-31	6.09397166202241e-17	1.17671203323825e-31	0.0455341323606044	0.0129430258815356	VGLL4
chr2	32852965	32853069	105	*	6	2.43918586278619e-36	1.72039009022411e-29	1.4903658744366e-14	1.18438473986933e-31	-0.0359106661532538	-0.000292324476960616	NA
chr6	39290415	39290526	112	*	3	4.14679458986367e-33	8.12889647100505e-32	1.38879514531264e-17	1.18635945581019e-31	0.0593894389438946	0.0430763545104513	KCNK16
chr4	186435901	186436021	121	*	3	3.85923078032543e-36	2.01793639449646e-32	4.57049484255355e-15	1.18885943809678e-31	0.0341083897863472	0.0265072801445321	PDLIM3
chr11	44331577	44331629	53	*	3	1.82249022733208e-39	3.89324831798451e-31	3.83830398245072e-19	1.19828465248708e-31	0.0800221409318444	0.0550224618149147	ALX4
chr17	80554998	80555018	21	*	2	3.18066870047331e-39	2.81956025528279e-32	2.22292185911318e-18	1.2006306233675e-31	0.116114311704063	0.091490357712873	FOXK2
chr11	119066560	119066606	47	*	2	1.40183651291104e-45	6.99668144158876e-30	2.53387536954104e-25	1.20214922427643e-31	0.0697285861713107	0.0636191063317085	CCDC153
chr17	2496653	2496745	93	*	3	5.83641914183413e-46	1.54823742569033e-27	2.85164196893959e-24	1.21930997390172e-31	0.0927733923758182	0.0479145809267103	PAFAH1B1
chr6	144386422	144386515	94	*	4	4.08623569140955e-43	6.78995891159408e-28	8.19219196783702e-22	1.23027667956063e-31	0.103022916666667	0.0606807544800538	NA
chr1	154580635	154580739	105	*	3	1.39040806597366e-48	1.0889994124339e-16	4.28693063917622e-28	1.23521100351303e-31	0.132676164805545	0.0493806956744961	ADAR
chr6	83775487	83775554	68	*	3	1.26823089613489e-34	7.42237591189372e-31	7.41577602489213e-16	1.26446390034914e-31	0.0769368502117827	0.0412344371710948	UBE3D
chr13	23993013	23993099	87	*	3	3.99581013881884e-30	1.83822767996548e-31	4.20205178186702e-16	1.29804818612009e-31	0.0471715831376954	0.036736567569489	SACS
chr12	71835737	71835739	3	*	2	5.02842965788592e-39	2.87037386146592e-32	5.06236463013567e-18	1.30819256175597e-31	0.087010730710271	0.0802610287855562	LGR5
chr19	925370	925514	145	*	3	2.97550919002957e-61	1.10044037834504e-19	1.01038579046565e-30	1.32779385940167e-31	0.11372737774355	0.0400651392632525	NA
chr21	37853496	37853516	21	*	2	4.98056155493611e-39	2.8040991614268e-32	1.21157886593654e-17	1.35213093851719e-31	0.11968443627451	0.104822034182222	AP000695.4, CLDN14
chr14	35451793	35451807	15	*	2	2.16072668769808e-45	3.09502305913084e-29	3.72636675165045e-26	1.36073855416877e-31	0.250918367346939	0.135416827108202	SRP54
chr17	79304498	79304683	186	*	5	9.6903971010906e-31	7.86281184412107e-33	1.15467150408487e-11	1.38977789151897e-31	0.0544074876237625	0.0152386342712251	NA
chr1	116941251	116941269	19	*	2	1.3216570728714e-42	5.25362456145477e-30	5.62132254641916e-25	1.39213777449175e-31	0.0792	0.068708875128999	ATP1A1, ATP1A1OS
chr10	70587120	70587204	85	*	4	3.83901168614273e-42	1.07816816398916e-24	1.14408166949815e-20	1.41302056601372e-31	0.111511359260685	0.0452247785906815	NA
chr2	10220712	10220816	105	*	4	2.34528557889604e-35	1.97783669997221e-20	4.90382811872121e-22	1.41683929042178e-31	0.158498267231421	0.0408533885252214	CYS1
chr7	1694569	1694631	63	*	2	6.05218789583744e-41	1.82387251744928e-31	8.49217935828117e-22	1.41706816762124e-31	0.0695413632686084	0.0554496290027253	NA
chr2	48844892	48845068	177	*	5	1.35538608423282e-29	1.03769829712351e-32	3.3694710065536e-12	1.43997119969199e-31	0.0811715070643644	0.0181461928955194	STON1-GTF2A1L, GTF2A1L
chr10	113913066	113913080	15	*	2	6.45595829978202e-39	2.86403506554157e-32	3.73119996711157e-17	1.44554706255694e-31	0.0540870098039217	0.0502333362765137	GPAM
chr5	142785172	142785258	87	*	2	1.96915112198442e-53	1.61867580851794e-24	1.99287151756902e-30	1.45068489208106e-31	-0.0688698498267232	-0.0231623026569118	NR3C1
chr12	2893312	2893401	90	*	2	2.14655672422659e-43	2.56213071448762e-29	5.53945014853391e-26	1.45274660653272e-31	0.0749152868694649	0.0598373122834039	NA
chr14	21270850	21270924	75	*	2	6.46014393033753e-38	1.3606217623703e-31	2.38853512625841e-21	1.46027325882596e-31	0.0344360165118682	0.0326438660990715	RNASE1
chr14	104190678	104190829	152	*	3	3.19989704172757e-27	1.91404671597838e-32	1.09885991134331e-14	1.47269125537791e-31	0.130679630342703	0.0907415352128437	ZFYVE21
chr19	1969988	1970008	21	*	2	3.31737047585262e-41	5.00690938112321e-31	7.13648521934388e-23	1.51143724880189e-31	0.0496638874413756	0.0466048103532887	CSNK1G2
chr7	30029717	30029808	92	*	6	1.83190809601519e-37	2.0101366808879e-28	2.83295721206516e-13	1.53130296799279e-31	0.161045437042742	0.0851801758439225	AC007285.6, SCRN1
chr7	27209131	27209281	151	*	4	2.79202877249116e-35	6.14766218043726e-32	6.09313656524702e-15	1.55310322447752e-31	0.0945254139391606	0.0445201193685021	HOXA10-AS, HOXA9, RP1-170O19.20, MIR196B
chr2	219724891	219724918	28	*	2	1.00506931768795e-44	5.84385057758481e-29	2.19344624555758e-26	1.59402264411327e-31	0.151202348864074	0.0954712167886022	WNT6
chr18	48493720	48493759	40	*	2	7.44996479321746e-42	3.26730118307425e-31	2.6219048999169e-22	1.62429424101302e-31	0.0599458333333333	0.0449583333333333	NA
chr2	220094490	220094517	28	*	2	3.74692890271074e-52	1.16972589097519e-21	9.53739977675873e-32	1.63883854176957e-31	0.0606420870234885	0.0333976703889102	ANKZF1
chr13	114270609	114270794	186	*	4	1.705710900608e-27	3.07900863226152e-28	7.5524096955556e-13	1.64007544326589e-31	0.166032922603003	0.107840732600955	TFDP1
chr3	159481837	159481918	82	*	2	7.45693639791551e-59	9.83902607433297e-20	2.40836138615873e-32	1.66792691014279e-31	0.372577974586061	0.188695610319599	IQCJ-SCHIP1
chr13	114786825	114786904	80	*	4	1.64460965668024e-36	4.81686498835678e-31	5.72464288035068e-14	1.77340256568667e-31	0.037626980071538	0.0322646863828722	RASA3
chr4	87515184	87515467	284	*	7	1.26312710116237e-29	3.97593579075246e-28	4.73897032169852e-13	1.80773835253893e-31	0.0945283018867924	0.0411557291380164	MAPK10
chr10	61828486	61828521	36	*	3	1.11497843880261e-40	1.63635289140834e-26	7.23335387415731e-19	1.80817448518601e-31	0.0454328478964403	0.0257952238775872	ANK3
chr12	123380870	123380891	22	*	4	4.62453151872974e-37	2.19191956955513e-32	4.18018124676865e-13	1.83755835568139e-31	0.188485752791683	0.124192577974586	VPS37B
chr1	46998715	46998792	78	*	2	1.06715869576239e-41	2.02689316532843e-30	6.65428535230354e-24	1.90117188717053e-31	0.0616711590296496	0.024121101270697	NA
chr8	94929220	94929275	56	*	3	3.82205699210343e-45	1.08492093188196e-26	4.80399102126643e-25	1.90381542103265e-31	0.141124374278013	0.0678340392760877	PDP1
chr1	12189773	12189847	75	*	2	2.2639356542413e-36	9.96778930950523e-32	2.49890860756693e-20	1.92279031952399e-31	0.0463958333333333	0.0425780904019759	TNFRSF8
chr8	5762944	5762990	47	*	2	9.40187402337675e-48	3.22226202372922e-28	3.98584595976673e-27	1.94237825862369e-31	0.0905710531635335	0.0549963267434156	NA
chr7	12610124	12610196	73	*	3	2.64734450191596e-46	3.59093312496273e-27	4.25022241585454e-24	1.97633365192625e-31	0.0783076626877167	0.0452262225644975	AC005281.2
chr4	184922382	184922433	52	*	3	8.37488679146395e-39	7.27270644176419e-31	9.71012621868759e-17	1.99561522272891e-31	0.0390300123762381	0.0299544917880715	STOX2
chr2	38978654	38978683	30	*	3	3.72053540313382e-43	6.49172065154835e-29	1.3767122362258e-22	1.99873204192772e-31	0.0547757027339237	0.00903189577717876	GEMIN6
chr12	133102272	133102331	60	*	2	1.37185615992924e-37	6.44347571305015e-32	2.96852421305241e-19	2.02417593082287e-31	0.0639889705882354	0.0115920661862274	FBRSL1
chr15	52264224	52264263	40	*	2	2.95049088992823e-54	6.141390544425e-23	4.43206743871513e-31	2.04231478315478e-31	-0.151894493646515	-0.0719204851752022	MAPK6
chr12	133220579	133220636	58	*	2	2.98172563838679e-52	3.26822823042572e-26	5.18382925741422e-29	2.05963217667141e-31	0.0971500781657113	0.0576826421756392	POLE
chr20	58507171	58507232	62	*	3	2.54536672476017e-41	9.72374544242575e-31	1.87086292239954e-19	2.06582740871245e-31	0.050453431372549	0.034053479937926	SYCP2
chr6	74162072	74162142	71	*	4	1.48787089068932e-46	1.65743579527041e-20	2.38056887977256e-24	2.07307236532902e-31	0.129181748170966	0.0417645360030805	NA
chr1	17751459	17751761	303	*	5	3.25359530179974e-22	1.23227563598145e-29	3.51688792340533e-11	2.10017508202098e-31	0.19512321909896	0.101204314170783	RCC2
chr5	172744616	172744704	89	*	3	7.09955380445204e-38	5.85065161584214e-28	7.25847282700188e-18	2.10018512222455e-31	0.123409992069786	0.0544613763616393	STC2
chr3	136580965	136581035	71	*	4	1.34766312398614e-53	8.52605478524834e-26	2.06541802722746e-24	2.12153279314095e-31	0.0831517135155948	0.0288520408163265	NA
chr16	69419950	69420083	134	*	6	4.92454631972722e-37	3.8644986364505e-27	3.24580194299276e-15	2.16161899571937e-31	0.0905284944166345	0.0195124181748171	TERF2
chr7	108168682	108168721	40	*	3	4.58875646798074e-36	1.2906006552894e-32	3.58931283128286e-12	2.26881158544251e-31	0.0512071078431373	0.0381312412115884	PNPLA8
chr16	87392001	87392076	76	*	3	2.07159849552773e-36	7.50805818696303e-32	5.99425063424247e-16	2.27380331567255e-31	0.0384865841073275	0.00998871538378172	FBXO31
chr6	166228306	166228349	44	*	3	7.7788201585525e-46	9.65271622544421e-21	3.58523357126944e-23	2.30877215266246e-31	0.0671305841924399	0.0392932187141666	PDE10A
chr11	71935849	71935881	33	*	2	8.34496398495299e-45	4.95946389066752e-29	5.76954672453474e-26	2.30888428102044e-31	0.172787832113978	0.0987182325760493	INPPL1
chr10	16741548	16741619	72	*	2	3.87447422634769e-37	1.39957073947476e-31	1.53119600887056e-20	2.32913682727657e-31	0.068501788451712	0.0606237704394483	RSU1
chr1	162601805	162601807	3	*	2	6.20522029123461e-39	9.11232386867762e-32	1.03232934162017e-19	2.33081834531561e-31	0.0585376602564102	0.0509920617297158	DDR2
chr17	79664259	79664294	36	*	2	4.7825786621921e-38	4.68106141119224e-32	5.45299150799206e-17	2.3642117418709e-31	0.0741816726690678	0.0538792939856355	HGS
chr8	140999901	141000016	116	*	3	2.02760763453253e-29	2.65075953924626e-31	1.23930086556204e-15	2.37243742442787e-31	0.0380849400729546	0.0150476765017156	TRAPPC9
chr22	50173996	50174065	70	*	5	8.37861908355691e-33	1.89366019664489e-33	2.56019113114731e-08	2.37545021025403e-31	0.150734501347709	0.0884721825571168	BRD1
chr17	37331531	37331628	98	*	3	1.39239905347878e-30	1.97199487620495e-32	7.77235534235753e-14	2.38091928237432e-31	0.115242587601078	0.103518953493347	RP5-906A24.2, CACNB1
chr4	26585687	26585760	74	*	3	6.08812592571145e-42	6.33691406961837e-30	7.0749243431277e-21	2.40333814247361e-31	0.0392818636888719	0.0217725580798358	TBC1D19
chr6	33943783	33943929	147	*	3	8.45390788295644e-28	3.3576240545105e-31	3.06577252773675e-15	2.49962477130874e-31	0.0885560261840586	0.0557819920420999	NA
chr3	183898691	183898715	25	*	4	8.18951266623709e-36	1.35317799339434e-32	3.0866607567074e-11	2.50440980741828e-31	0.0372554073175663	0.0337941712834379	EIF2B5, AP2M1
chr20	48530454	48530472	19	*	2	7.44788362249041e-40	1.21081512181835e-31	4.87602007726766e-20	2.61083511820431e-31	0.0653919264179866	0.0590683245246536	SPATA2
chr1	117284465	117284626	162	*	4	4.80506947394923e-34	1.64425353980172e-31	5.09947146988846e-15	2.62967575899693e-31	0.0487636738906092	0.00372882884263682	NEFHP1
chr1	167691120	167691290	171	*	4	1.27752022556856e-23	2.84119092977983e-24	1.88714318583865e-16	2.64640945075357e-31	0.0633153638814015	0.0340219484020023	MPZL1
chr13	50510414	50510427	14	*	2	7.70795643003436e-51	4.52793779743286e-17	1.26628599833367e-32	2.65108766945521e-31	0.144250096264921	0.0723868887177513	SPRYD7
chrX	27764690	27764734	45	*	3	2.67833815639454e-38	2.04842410766059e-31	3.73861167592464e-17	2.68816879936934e-31	0.143859223300971	0.0735000402757521	DCAF8L2
chr4	649845	649901	57	*	3	1.77150710531933e-44	4.25606644050719e-26	1.68144869711964e-24	2.75589770073969e-31	0.0638014590932777	0.032397799791515	PDE6B
chr3	75263619	75263626	8	*	2	6.37946332588512e-47	1.9050915220944e-23	1.19598791685787e-30	2.77290723412827e-31	0.144351047521717	0.0566536590743899	NA
chr7	27214043	27214126	84	*	2	2.7576852480725e-48	1.37788421713456e-27	1.5521801087789e-27	2.77438524324488e-31	-0.170171351559492	-0.0599229880631499	RP1-170O19.20, HOXA10
chr20	1206758	1206830	73	*	3	7.08276932064274e-52	1.28651033748444e-21	1.19065313215629e-28	2.85373162475527e-31	0.175589141316904	0.0687491977923244	RAD21L1
