ONTOLOGY	TERM	N	DE	P.DE	FDR	SigGenesInSet
BP	regulation of nucleic acid-templated transcription	3366	352	0.997555633585831	1	NR2E3,NR1H3,TSFM,TRIM28,AASS,CDK2,TSHZ1,CDKN2A,APBB3,TLR6,RBM14,MCRS1,HOXB13,CIB1,CEBPE,LAMTOR5,HEXIM1,LEFTY1,KHDRBS1,LBX1,KLF1,ADCY1,KDM5B,CGA,SRCAP,MORF4L1,CHD2,IL17F,KLF12,POU6F2,NACC1,KTI12,RBPJL,PHB2,FOXP4,MED12L,ZNF488,KRBA2,ZNF57,ADORA2A,NACC2,TCP10L,GATA5,ZBTB46,CTCFL,CRYAB,ZSCAN29,ZNF542P,TICAM1,ZNF558,CTBP1,HJV,GLIS1,NFAM1,DTX3L,NFXL1,DAB2IP,NKX6-3,ZFP1,DEDD2,DCN,CITED4,WBP2NL,PARP15,ZBTB49,BHLHA15,ZNF169,COMMD6,DLX1,DTX1,ECM1,EGFR,AHR,EN1,ENG,ERBB2,ERCC6,ESRRB,ESRRG,MTURN,FGF1,FGF2,FGF9,ATF5,ZNF652,CPEB3,FOXI1,FOXE3,FOXJ1,ZHX3,FOXS1,RRP1B,FOXO3,ZNF423,CAMTA2,POGZ,RTF1,MED13L,SIRT1,CBX7,BICRAL,KAT6B,ZIM2,NUP62,BRD1,ALK,PRPF6,MTOR,NR5A2,LCORL,SCML4,ZNF345,INTS7,IL4I1,KANK2,L3MBTL1,SS18L1,ZBTB20,GATA1,GATA2,ANKRD2,MYCBP,KAT2A,TAF5L,STK36,BMP10,TSSK4,ZSCAN1,MAMSTR,ZNF619,GPS2,HIPK2,SETD2,SSU72,PYCARD,TAGLN3,SAP30BP,UHRF1,GTF2F1,GTF2F2,GTF2I,REPIN1,BICRA,TLX3,SLC40A1,H1-5,ANXA4,CXXC1,ONECUT1,HOXA3,HOXB1,HOXB3,HOXB4,HOXB7,APBB2,AIRE,HSF2,DNAJB1,ZNF677,STRA8,APOE,IGF2,IL2,IL5,ING2,INHBA,INS,INSR,IRF4,ARF4,KMT5A,LEP,RHOH,LMO7,BMAL1,SMAD1,SMAD9,MBD1,BORCS8-MEF2B,MAP3K5,MEN1,MLLT1,MT3,MYOG,NDN,ATM,NEDD4,NFATC4,NFE2,NGFR,NODAL,NPAT,NTRK1,DDR2,NTSR1,OGG1,OPRD1,CRNN,OTX1,SMARCAL1,PRKN,PAX2,MYEF2,PBX1,FOXP3,SOST,GLRX2,PCK1,NDUFA13,ZNF706,ZNF117,VGLL1,TRIAP1,ARID4B,PEG3,PLAGL1,BCL11A,MBD3,POLR2A,WNT4,POLR2L,POU1F1,SCAND2P,EGLN1,BNC2,CC2D1A,PPM1A,PHIP,DNAJC17,SBNO1,YY1AP1,PPP3R1,CDCA7L,LYAR,PRKAR1A,IL26,HR,FOXJ2,PRKCH,PRKCQ,PRKDC,MAPK9,MEPCE,PSEN1,ASCL3,IFNK,PAK6,PRDM11,PSMC5,ZNF248,CNOT6,MRTFA,TSHZ3,ZBTB4,TRIB3,GATAD1,PTPRN,CREBZF,MYOZ1,RBBP4,CCND1,RELB,ACTB,NIF3L1,RORA,RORB,RORC,RPL6,MRPL12,RPS14,RSC1A1,S100A9,CX3CL1,DMRTC2,DMRTB1,MAGEF1,NOD2,SET,IRF2BPL,SFRP4,ZSCAN31,RNF25,CSRNP1,BMP4,BMPR1A,ZSCAN18,SMARCD2,SOX10,SOX15,SP2,BRCA1,SREBF1,SRF,STAT1,SUPT6H,TACC1,TAF6,TAF11,TAL2,TBX1,TCEA2,HNF1A,ZEB1,TCF15,VPS72,MLX,TEAD1,THRB,KLF10,TNP1,TRAF1,NELFA,WT1,XPC,ZFP36,ZBTB14,ZFPL1,ZIC2,ZNF76,ZNF146,ZNF148,ZNF184,ZSCAN9,ZNF227,ZNF236,ZP3,MAP3K12,PRDM2,USP7,DEK,ZSCAN5A,ZNF343,ZNF329,ZNF750,ZNF408,SLTM,TNIP3,ZNF556,PTGES2,LHX3,ZKSCAN3,AKNA,ZNF436,USP9X,CAPN3,PARP9,TRAPPC9,UTP15,ZMYND15,MAF1,NR0B2,ZGPAT,GLYR1,PSRC1,ABHD14B,RAX2,TRIM52,RIOX2,UTP4,GCM1,BHLHE40,TNFSF11,RFXANK,RUNX3,NCOA1,HDAC3,CDK5R1,NR1I2,SQSTM1,FOXH1,TNFSF18,MLIP,ASH2L,TBX19,ACVR1B,RPS6KA5,ITGB1BP1,RPL23,CIAO1,RECQL5,FHL5,MED20,PAGE4,CIR1,CLOCK,IER2,RNF14,NCOR2,ST18,BCLAF1,SERTAD2,KEAP1,TRIM14
BP	negative regulation of nucleic acid-templated transcription	1277	148	0.680173986944586	1	NR2E3,NR1H3,TRIM28,AASS,CDK2,CDKN2A,HOXB13,HEXIM1,LEFTY1,KHDRBS1,KDM5B,KLF12,NACC1,PHB2,FOXP4,ZNF488,NACC2,TCP10L,GATA5,ZBTB46,CRYAB,ZNF558,CTBP1,HJV,GLIS1,DAB2IP,NKX6-3,DEDD2,PARP15,ZBTB49,ZNF169,DLX1,AHR,EN1,FGF9,ATF5,CPEB3,FOXJ1,ZHX3,FOXS1,FOXO3,ZNF423,RTF1,SIRT1,CBX7,KAT6B,ZIM2,SCML4,ZNF345,KANK2,L3MBTL1,ZBTB20,GATA1,GATA2,ANKRD2,ZNF619,GPS2,HIPK2,TAGLN3,UHRF1,H1-5,HOXB3,HOXB4,APBB2,DNAJB1,IGF2,ING2,KMT5A,LEP,BMAL1,MBD1,MEN1,MT3,NDN,NEDD4,NFATC4,NODAL,NPAT,PRKN,PAX2,FOXP3,NDUFA13,ZNF706,ARID4B,PEG3,PLAGL1,BCL11A,MBD3,WNT4,POU1F1,CC2D1A,PPM1A,DNAJC17,LYAR,MEPCE,PSEN1,ASCL3,PRDM11,PSMC5,ZNF248,TSHZ3,ZBTB4,TRIB3,CREBZF,MYOZ1,RBBP4,CCND1,RELB,NIF3L1,RORB,RORC,RPS14,MAGEF1,SET,IRF2BPL,BMP4,SOX10,SOX15,SP2,BRCA1,SREBF1,SRF,STAT1,ZEB1,VPS72,MLX,THRB,KLF10,TNP1,NELFA,WT1,ZFP36,ZBTB14,ZIC2,ZNF148,ZP3,PRDM2,ZNF343,ZNF750,ZNF556,ZKSCAN3,ZNF436,USP9X,CAPN3,PARP9,ZMYND15,MAF1,NR0B2,ZGPAT,RIOX2,BHLHE40,TNFSF11,RUNX3,HDAC3,CDK5R1,NR1I2,SQSTM1,FOXH1,MLIP,RPS6KA5,RPL23,RECQL5,CIR1,CLOCK,NCOR2,BCLAF1
BP	positive regulation of nucleic acid-templated transcription	1673	198	0.679063353444297	1	NR2E3,NR1H3,TRIM28,CDK2,RBM14,MCRS1,CEBPE,KLF1,CGA,SRCAP,MORF4L1,IL17F,KLF12,RBPJL,MED12L,GATA5,CTCFL,CTBP1,HJV,GLIS1,DTX3L,DAB2IP,NKX6-3,DCN,CITED4,WBP2NL,ZBTB49,BHLHA15,DLX1,DTX1,EGFR,AHR,EN1,ENG,ERBB2,ERCC6,ESRRB,ESRRG,FGF1,FGF2,ATF5,FOXI1,FOXJ1,RRP1B,FOXO3,ZNF423,CAMTA2,POGZ,SIRT1,CBX7,BICRAL,KAT6B,NUP62,PRPF6,MTOR,NR5A2,ZNF345,IL4I1,SS18L1,GATA1,GATA2,MYCBP,KAT2A,TAF5L,BMP10,MAMSTR,GPS2,HIPK2,UHRF1,GTF2F1,GTF2F2,GTF2I,BICRA,SLC40A1,CXXC1,ONECUT1,HOXB1,HOXB3,HOXB4,HOXB7,APBB2,AIRE,HSF2,APOE,IGF2,IL2,IL5,ING2,INHBA,INSR,IRF4,ARF4,LMO7,BMAL1,SMAD1,SMAD9,BORCS8-MEF2B,MAP3K5,MEN1,MT3,MYOG,NDN,ATM,NFATC4,NFE2,NGFR,NODAL,NPAT,OTX1,PRKN,PAX2,PBX1,FOXP3,SOST,PCK1,VGLL1,TRIAP1,ARID4B,PEG3,PLAGL1,MBD3,WNT4,POU1F1,EGLN1,PPM1A,PHIP,PPP3R1,LYAR,IL26,FOXJ2,PRKDC,MEPCE,PSEN1,ASCL3,PRDM11,PSMC5,CNOT6,MRTFA,PTPRN,CREBZF,RBBP4,RELB,ACTB,NIF3L1,RORA,RORB,RORC,MRPL12,CX3CL1,NOD2,IRF2BPL,CSRNP1,BMP4,BMPR1A,SMARCD2,SOX10,SOX15,BRCA1,SREBF1,SRF,STAT1,SUPT6H,TACC1,TAF6,TAF11,TBX1,TCEA2,HNF1A,ZEB1,TCF15,VPS72,MLX,TEAD1,THRB,KLF10,NELFA,WT1,XPC,ZIC2,ZNF76,ZNF148,ZNF227,ZP3,MAP3K12,PRDM2,DEK,ZNF750,PTGES2,LHX3,ZKSCAN3,AKNA,CAPN3,PARP9,UTP15,NR0B2,GLYR1,PSRC1,ABHD14B,RAX2,TRIM52,GCM1,TNFSF11,RFXANK,RUNX3,NCOA1,HDAC3,NR1I2,SQSTM1,FOXH1,MLIP,ASH2L,TBX19,RPS6KA5,ITGB1BP1,FHL5,MED20,PAGE4,CLOCK,IER2,RNF14,ST18,BCLAF1,SERTAD2,TRIM14
BP	liposaccharide metabolic process	106	11	0.749481046396247	1	PIGU,GPLD1,ST6GALNAC6,SCCPDH,PIGT,PIGH,CLN6,UGT8,PIGO,DPM1,PGAP3,PIGL
BP	mucopolysaccharide metabolic process	95	15	0.175861820157851	1	DCN,FGF2,HYAL4,CEMIP2,GNS,HYAL1,ITIH1,ITIH4,SMPD3,CEMIP,XYLT1,TNFAIP6,HYAL3,CHST1,CHST3,CD44
BP	phytanic acid metabolic process	2	1	0.226727262051354	1	HACL1
BP	endoplasmic reticulum to cytosol transport	28	2	0.869086486188378	1	UBAC2,AUP1,HM13
BP	release of sequestered calcium ion into cytosol by endoplasmic reticulum	36	5	0.362932004949853	1	TRDN,PDE4D,SLC8A1,CALM2,AKAP6
BP	calcium ion transport from cytosol to endoplasmic reticulum	2	0	0.999999999980808	1	
BP	regulation of single strand break repair	3	0	1	1	
BP	negative regulation of single strand break repair	1	0	0.999999999986298	1	
BP	positive regulation of single strand break repair	2	0	0.999999999995217	1	
BP	regulation of blood circulation	262	30	0.587576129573253	1	TRDN,ACE,FGB,KCNE4,BMP10,CTNNA3,IL2,KCNQ1,LEP,MYH6,MYH7,ATP1A3,ATP1B1,NOS3,NPPA,ATP2B1,PDE4D,FXYD1,ACE2,BDKRB2,S100A1,POPDC2,SLC4A3,SLC8A1,SLC8A3,SREBF1,TH,THRB,TPM1,CALM2,CASR
BP	negative regulation of blood circulation	27	2	0.799306709726142	1	IL2,PDE4D
BP	positive regulation of blood circulation	41	5	0.549196943374401	1	KCNQ1,NPPA,PDE4D,ACE2,TPM1
BP	regulation of membrane tubulation	6	2	0.169841678053904	1	ASAP1,ATP10A
BP	negative regulation of membrane tubulation	2	0	0.999999999995916	1	
BP	positive regulation of membrane tubulation	4	2	0.0814419717483048	1	ASAP1,ATP10A
BP	regulation of secretion by cell	564	78	0.0891735016823623	1	NR1H3,ATP9A,APBB3,TCIRG1,ADCY1,KDM5B,CAPN10,STX1B,FAM3D,SLC9B2,STXBP5,ADORA2A,ADORA2B,CPB2,CYP19A1,AP1G1,SLC30A8,TPCN2,FGB,CLASP2,SNAPIN,GATA1,GATA2,SERGEF,GDF9,GHRH,GLUL,GPLD1,DPH3,FFAR3,FFAR2,GRM2,ANXA1,APOE,IL13,INHA,INHBA,INS,KCNB1,KCNJ11,KISS1,ARF6,LAMP1,LEP,MYO18A,BMAL1,ASIC1,MYH10,NF1,NNAT,NMB,CCN3,NTSR1,PRKN,PARD6A,SEPTIN5,SLC38A2,SMPD3,FRMD4A,SPHK2,C12orf4,BAD,NLGN2,RAB3B,BCR,RSC1A1,CELA2A,GOLPH3,NPVF,SPINK1,SREBF1,TACR2,TRH,VEGFC,ZP3,SLC25A22,HYAL3,UQCC2,NR0B2,JAGN1,CASR,ADTRP,TNFSF11,CCKAR,CLOCK,ABCG1
BP	negative regulation of secretion by cell	150	24	0.0508182623749465	1	NR1H3,ATP9A,FAM3D,SERGEF,DPH3,ANXA1,APOE,INHA,INHBA,INS,KCNB1,KCNJ11,LEP,ASIC1,NF1,NMB,CCN3,PRKN,FRMD4A,BCR,RSC1A1,NPVF,SREBF1,TACR2,TRH,JAGN1,ADTRP
BP	positive regulation of secretion by cell	277	44	0.0325127825760674	1	APBB3,CAPN10,STX1B,STXBP5,ADORA2A,ADORA2B,CPB2,CYP19A1,AP1G1,SLC30A8,FGB,CLASP2,GATA1,GATA2,GHRH,GLUL,GPLD1,IL13,INHA,INHBA,INS,KCNB1,KISS1,ARF6,LAMP1,LEP,MYO18A,MYH10,NNAT,NMB,NTSR1,PARD6A,SMPD3,FRMD4A,SPHK2,BAD,NLGN2,GOLPH3,SPINK1,TACR2,TRH,VEGFC,ZP3,HYAL3,NR0B2,CASR,TNFSF11,ABCG1
BP	regulation of protein targeting	78	15	0.046791603459836	1	HUWE1,CIB1,ERBB2,MTCL1,GDI1,ANK3,KCNB1,MYO1C,PRKN,PDZK1,MFF,CEMIP,SREBF1,CDK5R1,HPS4,ITGB1BP1,TCAF1,ATG13
BP	meiotic cell cycle process involved in oocyte maturation	4	0	1	1	
BP	regulation of meiotic cell cycle process involved in oocyte maturation	2	0	0.999999999979692	1	
BP	protein localization to postsynaptic membrane	35	2	0.943138146061769	1	STX1B,DLG4,GRIP1
BP	establishment of protein localization to postsynaptic membrane	16	2	0.611865327766146	1	STX1B,GRIP1
BP	regulation of exosomal secretion	17	2	0.637076303309016	1	ATP9A,PRKN,SMPD3
BP	negative regulation of exosomal secretion	4	1	0.41734206417746	1	ATP9A,PRKN
BP	positive regulation of exosomal secretion	15	1	0.858987779451741	1	SMPD3
BP	response to butyrate	2	0	1.00000000001154	1	
BP	cellular response to butyrate	1	0	1.00000000000256	1	
BP	protein localization to photoreceptor outer segment	7	0	1	1	ZDHHC3
BP	regulation of growth hormone activity	2	0	1.00000000002112	1	
BP	regulation of extracellular exosome assembly	6	0	1	1	
BP	positive regulation of extracellular exosome assembly	4	0	1	1	
BP	regulation of tumor necrosis factor superfamily cytokine production	188	20	0.568963486337338	1	IL17F,TICAM1,ZBTB20,IL37,GPR18,PYCARD,LEP,MMP8,NFATC4,CLEC4A,FOXP3,ACP5,AXL,PSEN1,SPHK2,CCL19,CX3CL1,NOD2,BPI,THBS1,ZFP36,IL27RA
BP	negative regulation of tumor necrosis factor superfamily cytokine production	78	9	0.396034018051641	1	IL37,GPR18,CLEC4A,FOXP3,ACP5,AXL,CX3CL1,NOD2,BPI,IL27RA
BP	positive regulation of tumor necrosis factor superfamily cytokine production	109	11	0.701180585046193	1	IL17F,TICAM1,ZBTB20,PYCARD,LEP,MMP8,NFATC4,PSEN1,SPHK2,CCL19,NOD2,THBS1
CC	extracellular vesicle	2233	305	0.000290509296681164	0.218411690931316	GNPDA1,ABCB6,HUWE1,CDH15,ADGRG2,GPA33,AKR1A1,BAIAP2,CEACAM5,STK25,FBLN5,CIB1,PROCR,OLFM4,ADCY1,CFL2,ALDH1L1,MTMR11,SMPDL3A,PRSS23,MGAT4A,ACOT7,ACSM1,COL6A3,COL15A1,CPNE4,COMT,TMPRSS11B,CMBL,CPB2,BPIFA2,CRYAB,DNHD1,A2ML1,CSTB,CTSG,GBP6,ACE,DDC,DNM1,DSG3,ECH1,ECM1,KRT24,MEGF8,KRT78,ANO6,A2M,EPS8,ALB,F12,FABP1,FAT2,FBLN2,SLC39A12,CPNE2,H2AC1,FGB,PEG10,CAPN7,QPRT,FOLR1,CES3,DDAH1,HEBP2,PLD3,CEMIP2,ALK,ALOX12,FUT3,FUT8,TMEM256,LRRC57,GALNS,GAPDH,AOC1,TIAM2,GC,GGT1,PABPC1,CYFIP2,SDCBP2,TOR1B,GLUL,GNAL,GNAS,GNB1,GNS,GOT1,SFN,GP1BA,GP2,GPD1,GPLD1,SLC26A11,CRB2,GPT,GRN,GSN,GSTA3,EFEMP2,ANXA1,H2BC5,H3-3A,HBB,SERPIND1,ANXA4,ANXA11,ANXA13,HNMT,DNAJB1,HSPG2,APOA1,HYAL1,ICAM3,KRT27,APOC3,APOD,APOE,IGFALS,APOH,IL1RN,AQP2,INSR,ITGA2B,ITGAV,EIF6,ITIH1,ITIH4,B3GNT8,ARF4,ARF5,KLK1,ARF6,KRT1,KRT2,KRT5,KRT6A,KRT7,KRT10,KRT19,KRT35,KRT84,LAD1,LAMP1,ARHGAP1,STMN1,LCAT,LCN2,LY75,TACSTD2,ARSL,ART3,MDH2,MEP1A,MNDA,MPST,MYH10,MYO1C,NEDD4,RPL10A,ATP1A3,ATP1B1,ATP2B1,ATP5F1A,CRNN,FURIN,SERPINA5,PCK1,PCMT1,PCDH12,CHMP5,VTA1,CYRIB,ENPP3,GPRC5B,CAB39,PDZK1,ATP6V1B1,SLC25A3,PIGR,PIK3C2A,PI4KA,PITPNA,FXYD3,PLS1,ATP6AP1,PMP2,FAM3B,UBL3,WNT4,PPIC,CC2D1A,PPP1CA,AUP1,LAMTOR1,TTC38,EPN3,PRG2,OTUB1,PRKAR2A,AXL,PRKCH,MYO5C,GNG12,PCDHGB5,PRPH,LGMN,CCL28,PRSS8,PSMA7,BDH2,SLC12A9,PSMC5,PSMD2,RAB25,CORO1B,PSME1,PTBP1,PTPRA,ACTA1,PZP,RAB3B,RAB4A,RAC3,PGAP6,ACE2,GNB4,RENBP,ACTB,RNASE1,BCR,RPL12,RPS11,RPS14,S100A9,S100P,SCNN1G,SEMG1,SEMG2,SGSH,SHBG,SHMT1,SLC1A5,SLC2A1,SLC4A1,SLC5A2,SLC12A3,SLC15A2,SPINK1,BPI,SPTBN1,SRPRA,ST13,STAU1,STK11,SULT2B1,BST1,BTD,TALDO1,TARS1,TGFBI,THBS1,SERPING1,C3,C5,MUC5B,C6,TXNRD1,UBA1,UBE2V2,VIL1,VTN,YWHAB,CAD,C1orf116,STEAP4,VPS37B,THSD4,CUBN,WNT5B,NECTIN4,CAMP,CLTCL1,CAPG,CAPN1,CAPZA1,H3-4,CAPZB,SH3BGRL3,H3C6,H3C12,H3C2,H4C4,H4C2,FERMT3,RAB34,BBOX1,CYSTM1,GNPTG,CILP,ABHD14B,BCAS1,PPFIA3,EIF3B,TNFSF13,SCEL,IQGAP1,PROZ,SQSTM1,CPNE3,ACTN3,KALRN,ANGPTL1,C11orf52,ADGRG1,PTER,RPL23,SLC22A6,CPNE6,KIF3B,SLC22A13,CD101,SYAP1,CD37,TMEM59,ENTPD2,CD44
BP	regulation of protein localization to cilium	11	1	0.767225214897414	1	CCDC88A
BP	negative regulation of protein localization to cilium	3	0	1	1	
BP	positive regulation of protein localization to cilium	7	1	0.604883896731224	1	CCDC88A
BP	regulation of protein localization to ciliary membrane	2	0	1.00000000000883	1	
BP	negative regulation of protein localization to ciliary membrane	1	0	0.99999999998054	1	
BP	positive regulation of protein localization to ciliary membrane	1	0	1.0000000000324	1	
BP	regulation of protein kinase D signaling	1	0	0.999999999992676	1	
BP	positive regulation of protein kinase D signaling	1	0	0.999999999992676	1	
BP	negative regulation of response to endoplasmic reticulum stress	44	3	0.906277513253603	1	NR1H3,PRKN,TXNDC12,BCL2L1
BP	cornified envelope assembly	5	1	0.484389169041839	1	DMKN
BP	response to L-arginine	4	0	1	1	
BP	cellular response to L-arginine	4	0	1	1	
BP	regulation of ATP metabolic process	71	11	0.232560616208661	1	MTOR,ZBTB20,GPD1,INS,INSR,EIF6,PRKAG2,PSEN1,SPHK2,MLST8,SLC4A1,ACTN3
BP	negative regulation of ATP metabolic process	20	2	0.716517863082487	1	SLC4A1,ACTN3
BP	positive regulation of ATP metabolic process	34	6	0.218953577706498	1	MTOR,ZBTB20,GPD1,INS,INSR,PSEN1,MLST8
BP	regulation of histone deubiquitination	1	0	1.00000000002996	1	
BP	positive regulation of histone deubiquitination	1	0	1.00000000002996	1	
BP	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	48	5	0.288885744435945	1	FGF2,GATA2,NGFR,THBS1,FGFBP1
BP	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	26	2	0.520958290758737	1	NGFR,THBS1
BP	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	22	2	0.558378537000469	1	GATA2,FGFBP1
BP	regulation of histamine secretion by mast cell	3	0	1	1	
BP	positive regulation of histamine secretion by mast cell	3	0	1	1	
BP	regulation of gap junction assembly	10	2	0.352928291746715	1	ACE,ACE2
BP	negative regulation of gap junction assembly	2	1	0.228709746691385	1	ACE
BP	positive regulation of gap junction assembly	7	1	0.606398536387884	1	ACE2
BP	positive regulation of autophagy of mitochondrion	13	0	1	1	PRKN
BP	protein localization to cytoplasmic stress granule	7	0	1	1	
BP	negative regulation of inward rectifier potassium channel activity	3	0	1	1	
BP	regulation of calcium-dependent ATPase activity	2	2	0.0151946640444513	0.938336951522704	TNNT3,RGN
BP	negative regulation of calcium-dependent ATPase activity	1	1	0.118747660505278	1	RGN
BP	positive regulation of calcium-dependent ATPase activity	1	1	0.127805058420351	1	TNNT3
BP	regulation of protein tyrosine phosphatase activity	6	0	1	1	
BP	negative regulation of protein tyrosine phosphatase activity	3	0	1	1	
BP	positive regulation of protein tyrosine phosphatase activity	3	0	1	1	
BP	regulation of transdifferentiation	1	0	0.99999999995464	1	
BP	positive regulation of transdifferentiation	1	0	0.99999999995464	1	
BP	protein localization to photoreceptor connecting cilium	1	0	1.0000000000266	1	
BP	regulation of DNA catabolic process	13	1	0.794416608778983	1	ATM,RGN
BP	negative regulation of DNA catabolic process	4	1	0.344444104134276	1	RGN
BP	positive regulation of DNA catabolic process	6	0	1	1	ATM
BP	regulation of dUTP diphosphatase activity	1	1	0.118747660505278	1	RGN
BP	positive regulation of dUTP diphosphatase activity	1	1	0.118747660505278	1	RGN
BP	regulation of aminoacyl-tRNA ligase activity	2	1	0.225397985312641	1	RGN
BP	negative regulation of aminoacyl-tRNA ligase activity	1	1	0.118747660505278	1	RGN
BP	positive regulation of aminoacyl-tRNA ligase activity	1	0	1.00000000002806	1	
BP	regulation of leucine-tRNA ligase activity	1	1	0.118747660505278	1	RGN
BP	negative regulation of leucine-tRNA ligase activity	1	1	0.118747660505278	1	RGN
BP	regulation of protein insertion into mitochondrial outer membrane	1	0	1.00000000003542	1	
BP	positive regulation of protein insertion into mitochondrial outer membrane	1	0	1.00000000003542	1	
BP	regulation of gastrin-induced gastric acid secretion	1	0	0.999999999991702	1	
BP	negative regulation of gastrin-induced gastric acid secretion	1	0	0.999999999991702	1	
BP	regulation of chaperone-mediated protein folding	3	0	1	1	
BP	negative regulation of chaperone-mediated protein folding	2	0	1.00000000000298	1	
BP	regulation of cytoplasmic transport	28	2	0.876168138678979	1	ATP9A,PRKN,USP7
BP	negative regulation of cytoplasmic transport	3	0	1	1	
BP	positive regulation of cytoplasmic transport	13	0	1	1	PRKN
BP	phosphorylation of RNA polymerase II C-terminal domain serine 5 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter	2	0	0.999999999992159	1	
BP	phosphorylation of RNA polymerase II C-terminal domain serine 2 residues involved in positive regulation of transcription elongation from RNA polymerase II promoter	2	0	0.999999999992159	1	
BP	regulation of complement-dependent cytotoxicity	8	2	0.232477954341694	1	IL13,CD5L
BP	negative regulation of complement-dependent cytotoxicity	3	1	0.29321788508476	1	IL13
BP	positive regulation of complement-dependent cytotoxicity	1	1	0.0960886274552411	1	CD5L
BP	regulation of sprouting angiogenesis	60	8	0.198925357578373	1	SLC39A12,FGF1,FGF2,CEMIP2,GLUL,SMAD1,PIK3CB,S100A1,THBS1
BP	negative regulation of sprouting angiogenesis	28	2	0.644680521818468	1	PIK3CB,THBS1
BP	positive regulation of sprouting angiogenesis	28	4	0.328093374356293	1	SLC39A12,FGF1,FGF2,SMAD1,S100A1
BP	mitotic cleavage furrow formation	1	0	1.00000000000994	1	
BP	regulation of cap-dependent translational initiation	1	0	0.999999999976943	1	
BP	positive regulation of cap-dependent translational initiation	1	0	0.999999999976943	1	
BP	regulation of cap-independent translational initiation	3	0	1	1	
BP	positive regulation of cap-independent translational initiation	3	0	1	1	
BP	regulation of wound healing, spreading of epidermal cells	9	3	0.0758685087139918	1	CLASP2,MTOR,PHLDB2
BP	negative regulation of wound healing, spreading of epidermal cells	4	2	0.0823475711594682	1	CLASP2,PHLDB2
BP	positive regulation of wound healing, spreading of epidermal cells	5	1	0.427105416840801	1	MTOR
BP	negative regulation of microvillus assembly	1	0	1.00000000000157	1	
BP	tarsal gland development	1	0	0.999999999995265	1	
BP	substantia propria of cornea development	1	0	0.999999999993979	1	
BP	enterocyte differentiation	1	0	1.00000000000181	1	
BP	negative regulation of siRNA production	2	0	0.999999999981521	1	
BP	regulation of hemopoiesis	409	54	0.20540279757197	1	CIB1,PGLYRP3,FAM210B,SLC9B2,ZBTB46,IL34,NFAM1,ERBB2,MTURN,FOXJ1,FOXO3,KAT6B,BRD1,IL27,MTOR,IL4I1,L3MBTL1,GATA1,GATA2,KAT2A,ANXA1,IL2,IL5,INHA,INHBA,IRF4,EIF6,RHOH,LOX,MIR17HG,NF1,FOXP3,PCK1,P4HTM,AXL,PRKDC,SLAMF8,GPR137,BAD,ACTB,CCL19,BMP4,SMARCD2,STAT1,ZFP36L2,ZEB1,KLF10,TNFAIP6,C1QC,ZFP36,DCSTAMP,H4C4,H4C2,TNFSF11,RUNX3,IL1RL2,TNFSF18,ACVR1B,CD101
BP	negative regulation of hemopoiesis	114	15	0.284912159794304	1	PGLYRP3,ZBTB46,ERBB2,FOXJ1,GATA2,ANXA1,IL2,INHA,INHBA,NF1,FOXP3,GPR137,BMP4,TNFAIP6,C1QC,RUNX3,TNFSF18
BP	positive regulation of hemopoiesis	183	21	0.628336581255021	1	SLC9B2,ZBTB46,IL34,FOXO3,IL4I1,ANXA1,IL2,IL5,RHOH,FOXP3,PCK1,AXL,PRKDC,BAD,ACTB,CCL19,SMARCD2,KLF10,DCSTAMP,TNFSF11,RUNX3,IL1RL2,CD101
BP	uterine gland development	1	0	0.999999999995265	1	
BP	spermine transmembrane transport	1	0	1.00000000000236	1	
BP	cysteine transmembrane transport	3	0	1	1	
BP	asparagine transmembrane transport	2	0	1.00000000003437	1	
BP	isoleucine transmembrane transport	1	0	1.00000000001535	1	
BP	regulation of aerobic respiration	31	3	0.737253532697346	1	PPIF,UQCC2,ACTN3
BP	guanine transmembrane transport	1	1	0.121872906864541	1	SLC43A3
BP	regulation of I-kappaB phosphorylation	9	1	0.656780290420806	1	CX3CL1
BP	negative regulation of I-kappaB phosphorylation	2	0	0.999999999975779	1	
BP	positive regulation of I-kappaB phosphorylation	7	1	0.601137545594599	1	CX3CL1
BP	regulation of centriole elongation	7	1	0.598803570114553	1	PPP1R35
BP	negative regulation of centriole elongation	2	0	0.999999999965119	1	
BP	positive regulation of centriole elongation	5	1	0.480740119757468	1	PPP1R35
BP	regulation of phospholipid metabolic process	37	1	0.990802791004064	1	CHRM5,PHB2
BP	negative regulation of phospholipid metabolic process	8	0	1	1	
BP	positive regulation of phospholipid metabolic process	15	0	1	1	
BP	regulation of plasma membrane organization	17	3	0.353370047452298	1	GSN,ASAP1,ATP10A
BP	regulation of phosphatidate phosphatase activity	1	0	0.999999999977175	1	
BP	negative regulation of phosphatidate phosphatase activity	1	0	0.999999999977175	1	
BP	regulation of anterograde synaptic vesicle transport	3	0	1	1	
BP	negative regulation of anterograde synaptic vesicle transport	1	0	0.999999999977192	1	
BP	positive regulation of anterograde synaptic vesicle transport	2	0	1.00000000001748	1	
BP	regulation of establishment of protein localization to mitochondrion	50	4	0.874209319403096	1	HUWE1,PRKN,SREBF1,HPS4,ATG13
